bench_name,model_cycle,temperature,num_completions,max_rollout_depth,max_requests_per_attempt,max_dollar_budget,seed,success,num_requests,input_tokens,cached_input_tokens,output_tokens,price
132,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,0,True,1,3301,3072,523,0.001916775
132,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,1,True,1,3301,3072,495,0.001914675
132,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,1,True,1,3301,3200,405,0.0019655249999999997
132,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,1,True,1,3301,3200,472,0.0019705499999999997
132,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,1,True,1,3301,3200,450,0.0019689
132,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,2,True,1,3301,3200,463,0.001969875
132,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,2,True,1,3301,3200,451,0.001968975
132,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,2,True,1,3301,3200,471,0.0019704749999999997
132,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,2,True,1,3301,3200,584,0.0019789499999999997
109,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,16,3,4,0.2,0,True,2,6655,6144,735,0.003818175
109,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,16,3,6,0.2,0,True,2,6658,6144,801,0.003823575
109,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,16,3,4,0.2,0,True,2,6667,6272,1701,0.003950024999999999
109,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,0,True,1,3321,3072,399,0.001910475
109,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,32,3,4,0.2,1,True,4,13335,12416,1629,0.007709625
109,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,1,True,1,3321,3200,444,0.0019714499999999996
109,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,1,True,1,3321,3072,389,0.001909725
109,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,1,True,1,3321,3200,404,0.0019684499999999996
109,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,16,3,4,0.2,2,True,2,6655,6272,723,0.0038748749999999994
109,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,24,3,6,0.2,2,True,3,10007,9344,1421,0.005812425
109,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,2,True,1,3321,3200,417,0.001969425
109,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,16,3,6,0.2,2,True,2,6667,6144,910,0.0038331
46,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,0,True,1,3311,3072,463,0.001913775
46,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,0,True,1,3311,3200,393,0.001966125
46,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,0,True,1,3311,3072,396,0.0019087499999999999
46,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,0,True,1,3311,3072,761,0.001936125
46,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,1,True,1,3311,3072,491,0.001915875
46,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,1,True,1,3311,3072,500,0.00191655
46,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,1,True,1,3311,3200,17539,0.0032520749999999997
46,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,1,True,1,3311,3200,416,0.0019678499999999997
46,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,2,True,1,3311,3200,468,0.00197175
46,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,2,True,1,3311,3200,408,0.00196725
46,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,2,True,1,3311,3200,395,0.001966275
46,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,2,True,1,3311,3200,362,0.0019638
77,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,0,3,4,0.2,0,True,0,0,0,0,0.0
77,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,0,3,6,0.2,0,True,0,0,0,0,0.0
77,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,0,3,4,0.2,0,True,0,0,0,0,0.0
77,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,0,3,6,0.2,0,True,0,0,0,0,0.0
77,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,0,3,4,0.2,1,True,0,0,0,0,0.0
77,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,0,3,6,0.2,1,True,0,0,0,0,0.0
77,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,0,3,4,0.2,1,True,0,0,0,0,0.0
77,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,0,3,6,0.2,1,True,0,0,0,0,0.0
77,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,0,3,4,0.2,2,True,0,0,0,0,0.0
77,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,0,3,6,0.2,2,True,0,0,0,0,0.0
77,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,0,3,4,0.2,2,True,0,0,0,0,0.0
77,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,0,3,6,0.2,2,True,0,0,0,0,0.0
15,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,0,True,1,3289,3072,410,0.0019064999999999998
15,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,32,3,6,0.2,0,True,4,13208,12416,1710,0.007696649999999999
15,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,0,True,1,3289,3072,438,0.0019085999999999999
15,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,32,3,6,0.2,0,True,4,13268,12288,2123,0.007679025
15,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,1,True,1,3289,3200,482,0.0019695
15,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,1,True,1,3289,3072,459,0.0019101749999999999
15,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,1,True,1,3289,3072,454,0.0019098
15,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,1,True,1,3289,3200,462,0.0019679999999999997
15,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,2,True,1,3289,3200,439,0.001966275
15,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,2,True,1,3289,3072,520,0.0019147499999999998
15,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,2,True,1,3289,3200,538,0.0019737
15,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,16,3,6,0.2,2,True,2,6629,3072,826,0.0024387
80,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,0,3,4,0.2,0,True,0,0,0,0,0.0
80,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,0,3,6,0.2,0,True,0,0,0,0,0.0
80,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,0,3,4,0.2,0,True,0,0,0,0,0.0
80,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,0,3,6,0.2,0,True,0,0,0,0,0.0
80,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,0,3,4,0.2,1,True,0,0,0,0,0.0
80,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,0,3,6,0.2,1,True,0,0,0,0,0.0
80,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,0,3,4,0.2,1,True,0,0,0,0,0.0
80,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,0,3,6,0.2,1,True,0,0,0,0,0.0
80,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,0,3,4,0.2,2,True,0,0,0,0,0.0
80,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,0,3,6,0.2,2,True,0,0,0,0,0.0
80,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,0,3,4,0.2,2,True,0,0,0,0,0.0
80,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,0,3,6,0.2,2,True,0,0,0,0,0.0
19,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,0,True,1,3319,3072,432,0.00191265
19,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,24,3,6,0.2,0,True,3,9998,9344,1197,0.005794275
19,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,0,True,1,3319,3072,438,0.0019131
19,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,16,3,6,0.2,0,True,2,6676,6144,3535,0.0040313250000000005
19,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,1,True,1,3319,3200,415,0.001968975
19,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,1,True,1,3319,3200,366,0.0019652999999999997
19,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,1,True,1,3319,3072,6822,0.0023918999999999998
19,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,1,True,1,3319,3200,474,0.0019733999999999997
19,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,2,True,1,3319,3200,403,0.0019680749999999997
19,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,2,True,1,3319,3072,386,0.0019092
19,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,2,True,1,3319,3200,15546,0.0031038
19,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,2,True,1,3319,3200,380,0.00196635
6,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,0,True,1,3330,3072,369,0.001909575
6,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,16,3,6,0.2,0,True,2,6673,6272,629,0.0038705249999999997
6,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,48,3,4,0.2,0,True,6,20139,18688,3686,0.0117069
6,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,0,True,1,3330,3072,434,0.0019144499999999998
6,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,1,True,1,3330,3200,418,0.0019708499999999997
6,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,1,True,1,3330,3200,433,0.001971975
6,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,1,True,1,3330,3200,9521,0.002653575
6,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,1,True,1,3330,3200,1248,0.0020331
6,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,2,True,1,3330,3200,394,0.00196905
6,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,2,True,1,3330,3200,479,0.001975425
6,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,2,True,1,3330,3200,480,0.0019755
6,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,24,3,6,0.2,2,True,3,10077,9344,1726,0.005845799999999999
127,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,0,True,1,3330,3072,343,0.001907625
127,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,0,True,1,3330,3072,393,0.0019113749999999999
127,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,64,3,4,0.2,0,True,8,26697,25216,28296,0.01747395
127,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,176,3,6,0.2,0,True,22,73746,70272,56018,0.046885649999999994
127,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,40,3,4,0.2,1,True,5,16662,15872,2435,0.009824324999999998
127,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,80,3,6,0.2,1,True,10,33376,31872,4638,0.019696649999999996
127,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,1,True,1,3330,3072,505,0.0019197749999999999
127,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,1,True,1,3330,3200,3319,0.002188425
127,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,40,3,4,0.2,2,True,5,16671,15616,1922,0.009672
127,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,2,True,1,3330,3200,412,0.0019703999999999998
127,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,2,True,1,3330,3200,5816,0.0023756999999999997
127,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,2,True,1,3330,3200,460,0.0019739999999999996
53,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,0,True,1,3339,3072,315,0.001906875
53,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,0,True,1,3339,3072,484,0.00191955
53,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,0,True,1,3339,3200,423,0.001972575
53,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,0,True,1,3339,3200,312,0.00196425
53,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,1,True,1,3339,3200,397,0.0019706249999999997
53,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,1,True,1,3339,3072,404,0.00191355
53,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,1,True,1,3339,3200,384,0.00196965
53,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,1,True,1,3339,3200,3463,0.0022005749999999998
53,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,2,True,1,3339,3200,424,0.00197265
53,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,2,True,1,3339,3072,396,0.0019129499999999999
53,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,2,True,1,3339,3200,452,0.00197475
53,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,2,True,1,3339,3200,428,0.00197295
45,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,0,True,1,3309,3072,425,0.001910625
45,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,0,True,1,3309,3072,417,0.001910025
45,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,0,True,1,3309,3200,355,0.001962975
45,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,0,True,1,3309,3072,396,0.00190845
45,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,1,True,1,3309,3200,436,0.00196905
45,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,1,True,1,3309,3072,397,0.001908525
45,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,1,True,1,3309,3072,341,0.001904325
45,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,1,True,1,3309,3200,338,0.0019617
45,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,2,True,1,3309,3200,406,0.0019668
45,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,2,True,1,3309,3200,451,0.001970175
45,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,2,True,1,3309,3072,416,0.00190995
45,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,2,True,1,3309,3200,333,0.001961325
87,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,0,True,1,3310,3072,441,0.001911975
87,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,0,True,1,3310,3200,552,0.0019779
87,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,0,True,1,3310,3200,444,0.0019698
87,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,0,True,1,3310,3072,491,0.001915725
87,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,1,True,1,3310,3072,452,0.0019127999999999999
87,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,1,True,1,3310,3200,390,0.00196575
87,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,1,True,1,3310,3200,1390,0.00204075
87,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,1,True,1,3310,3072,1625,0.0020007749999999998
87,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,2,True,1,3310,3200,1554,0.00205305
87,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,2,True,1,3310,3200,440,0.0019695
87,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,2,True,1,3310,3072,6711,0.002382225
87,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,2,True,1,3310,3072,14949,0.0030000749999999996
86,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,0,True,1,3297,3072,499,0.0019143749999999998
86,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,0,True,1,3297,3200,540,0.00197505
86,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,16,3,4,0.2,0,True,2,6601,6144,909,0.0038231249999999997
86,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,0,True,1,3297,3072,829,0.0019391249999999999
86,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,1,True,1,3297,3072,512,0.00191535
86,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,1,True,1,3297,3072,479,0.0019128749999999999
86,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,1,True,1,3297,3200,1888,0.0020761499999999997
86,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,1,True,1,3297,3200,567,0.0019770749999999996
86,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,2,True,1,3297,3200,449,0.0019682249999999997
86,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,2,True,1,3297,3200,450,0.0019682999999999997
86,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,2,True,1,3297,3200,467,0.001969575
86,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,2,True,1,3297,3200,527,0.0019740749999999996
64,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,0,True,1,3262,3072,548,0.0019128
64,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,0,True,1,3262,3200,434,0.00196185
64,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,0,True,1,3262,3072,407,0.001902225
64,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,16,3,6,0.2,0,True,2,6546,6272,1483,0.0039155249999999996
64,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,1,True,1,3262,3200,491,0.001966125
64,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,1,True,1,3262,3072,522,0.00191085
64,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,1,True,1,3262,3200,414,0.00196035
64,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,1,True,1,3262,3200,456,0.0019635
64,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,2,True,1,3262,3200,417,0.001960575
64,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,2,True,1,3262,3200,441,0.0019623749999999997
64,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,2,True,1,3262,3072,445,0.001905075
64,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,2,True,1,3262,3200,445,0.001962675
51,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,0,True,1,3288,3072,381,0.001904175
51,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,0,True,1,3288,3072,393,0.0019050749999999998
51,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,0,True,1,3288,3200,660,0.0019827
51,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,0,True,1,3288,3200,335,0.001958325
51,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,1,True,1,3288,3200,460,0.0019676999999999997
51,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,1,True,1,3288,3200,479,0.001969125
51,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,1,True,1,3288,3072,460,0.0019100999999999999
51,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,1,True,1,3288,3072,1714,0.0020041499999999997
51,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,2,True,1,3288,3200,417,0.001964475
51,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,2,True,1,3288,3200,420,0.0019646999999999998
51,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,2,True,1,3288,3072,2156,0.0020372999999999997
51,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,2,True,1,3288,3200,377,0.001961475
110,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,16,3,4,0.2,0,True,2,6660,6144,1051,0.0038426249999999997
110,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,16,3,6,0.2,0,True,2,6659,6144,1152,0.00385005
110,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,32,3,4,0.2,0,True,4,13357,12416,5497,0.008003025
110,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,48,3,6,0.2,0,True,6,20025,18560,5431,0.011763075000000001
110,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,24,3,4,0.2,1,True,3,9985,9344,1458,0.0058119
110,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,160,3,6,0.2,1,True,20,66543,63104,10466,0.039163199999999995
110,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,24,3,4,0.2,1,True,3,9975,9472,1509,0.005871825
110,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,24,3,6,0.2,1,True,3,10032,9344,1634,0.0058321499999999995
110,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,64,3,4,0.2,2,True,8,26778,24704,4314,0.015457049999999996
110,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,128,3,6,0.2,2,True,16,53272,50176,8257,0.031189275000000002
110,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,80,3,4,0.2,2,True,10,33367,31360,12622,0.020063699999999997
110,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,96,3,6,0.2,2,True,12,40082,37504,33255,0.025383225000000002
37,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,0,3,4,0.2,0,True,0,0,0,0,0.0
37,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,0,3,6,0.2,0,True,0,0,0,0,0.0
37,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,0,3,4,0.2,0,True,0,0,0,0,0.0
37,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,0,3,6,0.2,0,True,0,0,0,0,0.0
37,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,0,3,4,0.2,1,True,0,0,0,0,0.0
37,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,0,3,6,0.2,1,True,0,0,0,0,0.0
37,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,0,3,4,0.2,1,True,0,0,0,0,0.0
37,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,0,3,6,0.2,1,True,0,0,0,0,0.0
37,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,0,3,4,0.2,2,True,0,0,0,0,0.0
37,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,0,3,6,0.2,2,True,0,0,0,0,0.0
37,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,0,3,4,0.2,2,True,0,0,0,0,0.0
37,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,0,3,6,0.2,2,True,0,0,0,0,0.0
68,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,136,3,4,0.2,0,True,17,56090,53120,23832,0.0341049
68,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,88,3,6,0.2,0,True,11,36275,33920,4854,0.021069300000000003
68,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,16,3,4,0.2,0,True,2,6595,6272,849,0.0038753249999999998
68,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,176,3,6,0.2,0,True,22,72584,68352,27395,0.043700624999999986
68,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,128,3,4,0.2,1,True,16,52744,50048,7530,0.030997949999999996
68,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,72,3,6,0.2,1,True,9,29667,27904,3737,0.017287124999999997
68,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,120,3,4,0.2,1,True,15,49465,46848,29211,0.030692174999999995
68,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,16,3,6,0.2,1,True,2,6594,6400,1009,0.003944774999999999
68,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,112,3,4,0.2,2,True,14,46153,44160,6429,0.027277125000000003
68,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,16,3,6,0.2,2,True,2,6580,6144,846,0.00381525
68,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,192,3,4,0.2,2,True,24,79272,74880,23721,0.047365875
68,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,112,3,6,0.2,2,True,14,46213,43520,6244,0.026984249999999994
50,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,0,True,1,3288,3072,418,0.00190695
50,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,0,True,1,3288,3072,365,0.001902975
50,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,0,True,1,3288,3200,381,0.001961775
50,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,0,True,1,3288,3072,391,0.0019049249999999998
50,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,1,True,1,3288,3072,419,0.001907025
50,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,1,True,1,3288,3200,457,0.0019674749999999998
50,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,1,True,1,3288,3072,492,0.0019125
50,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,6,0.2,1,True,1,3288,3200,9046,0.00261165
50,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,4,0.2,2,True,1,3288,3072,411,0.0019064249999999998
50,"[['gpt-4o-mini-2024-07-18', 1]]",1.5,8,3,6,0.2,2,True,1,3288,3200,470,0.00196845
50,"[['gpt-4o-mini-2024-07-18', 1]]",1.7,8,3,4,0.2,2,True,1,3288,3200,395,0.001962825
