bench_name,model_name,temperature,max_feedback_cycles,seed,loop,success,num_completions,num_requests,input_tokens,cached_input_tokens,output_tokens,price
86,gpt-4o-2024-08-06,0.7,0,1,True,True,4,4,8764,8320,1572,0.027229999999999997
86,gpt-4o-2024-08-06,0.7,0,2,True,True,9,9,19719,18944,3218,0.057797499999999995
86,gpt-4o-2024-08-06,0.7,1,0,True,True,13,13,32315,26496,4236,0.09002749999999998
86,gpt-4o-2024-08-06,0.7,1,1,True,True,5,5,12450,11264,1985,0.036895
86,gpt-4o-2024-08-06,0.7,1,2,True,True,3,3,7315,6656,1200,0.021967499999999997
86,gpt-4o-2024-08-06,0.7,3,0,True,True,1,1,2191,2176,305,0.0058075
86,gpt-4o-2024-08-06,0.7,3,1,True,True,11,11,34456,28032,3830,0.0894
86,gpt-4o-2024-08-06,0.7,3,2,True,True,1,1,2191,2048,344,0.0063574999999999994
86,o3-2025-04-16,1.0,0,0,True,True,1,1,2196,2048,3311,0.027808
86,o3-2025-04-16,1.0,0,1,True,True,1,1,2196,2176,5723,0.046911999999999995
86,o3-2025-04-16,1.0,0,2,True,True,2,2,4392,4224,6616,0.055375999999999995
86,o3-2025-04-16,1.0,1,0,True,True,1,1,2196,2176,3458,0.028791999999999998
86,o3-2025-04-16,1.0,1,1,True,True,1,1,2196,2176,3308,0.027592
86,o3-2025-04-16,1.0,1,2,True,True,1,1,2196,2176,1470,0.012888
86,o3-2025-04-16,1.0,3,0,True,True,1,1,2196,2176,1842,0.015864
86,o3-2025-04-16,1.0,3,1,True,True,1,1,2196,2048,3249,0.027311999999999996
86,o3-2025-04-16,1.0,3,2,True,True,2,2,4392,4352,5266,0.044384
64,gpt-4o-mini-2024-07-18,0.7,3,0,True,True,49,49,158962,120064,21966,0.02801909999999999
64,gpt-4o-mini-2024-07-18,0.7,3,1,True,True,77,77,249696,172544,33405,0.044556599999999995
64,gpt-4o-mini-2024-07-18,0.7,3,2,True,True,110,110,354071,250112,47207,0.06267645000000001
64,gpt-4o-mini-2024-07-18,1.0,3,0,True,True,153,153,493308,365184,70344,0.08881379999999998
64,gpt-4o-mini-2024-07-18,1.0,3,1,True,True,47,47,150334,106240,21186,0.027293700000000004
64,gpt-4o-mini-2024-07-18,1.0,3,2,True,True,111,111,361622,258816,52498,0.06633089999999998
64,gpt-4o-mini-2024-07-18,1.5,3,0,True,False,60,60,141396,120960,314138,0.20062019999999994
64,gpt-4o-mini-2024-07-18,1.5,3,1,True,True,17,17,42262,33024,118425,0.0749175
64,gpt-4o-mini-2024-07-18,1.5,3,2,True,False,59,59,137997,119168,327149,0.20805135000000002
64,gpt-4o-2024-08-06,0.7,0,0,True,False,35,35,75460,67584,10043,0.20459999999999998
64,gpt-4o-2024-08-06,0.7,0,1,True,False,35,35,75460,67584,9752,0.20168999999999998
64,gpt-4o-2024-08-06,0.7,0,2,True,False,36,36,77616,69632,9613,0.20312999999999998
64,gpt-4o-2024-08-06,0.7,1,0,True,True,20,20,48224,42112,5587,0.12378999999999997
64,gpt-4o-2024-08-06,0.7,1,1,True,True,2,2,4933,4096,653,0.013742499999999998
64,gpt-4o-2024-08-06,0.7,1,2,True,False,35,35,83833,75136,8994,0.20560250000000002
64,gpt-4o-2024-08-06,0.7,3,0,True,False,28,28,82048,63616,7658,0.20218
64,gpt-4o-2024-08-06,0.7,3,1,True,False,30,30,85961,73216,8152,0.2049025
64,gpt-4o-2024-08-06,0.7,3,2,True,False,29,29,83851,68736,8074,0.20444749999999998
64,o3-2025-04-16,1.0,0,0,True,True,1,1,2161,2048,1765,0.015369999999999998
64,o3-2025-04-16,1.0,0,1,True,True,1,1,2161,2048,2163,0.018554
64,o3-2025-04-16,1.0,0,2,True,True,1,1,2161,2048,2189,0.018762
64,o3-2025-04-16,1.0,1,0,True,True,1,1,2161,2048,2121,0.018218
64,o3-2025-04-16,1.0,1,1,True,True,1,1,2161,2048,2608,0.022114
64,o3-2025-04-16,1.0,1,2,True,True,1,1,2161,2048,1859,0.016122
64,o3-2025-04-16,1.0,3,0,True,True,1,1,2161,2048,2030,0.017490000000000002
64,o3-2025-04-16,1.0,3,1,True,True,1,1,2161,2048,2167,0.018586000000000002
64,o3-2025-04-16,1.0,3,2,True,True,1,1,2161,2048,2110,0.01813
51,gpt-4o-mini-2024-07-18,0.7,3,0,True,True,1,1,2182,1920,357,0.0003975
51,gpt-4o-mini-2024-07-18,0.7,3,1,True,True,1,1,2182,2048,370,0.0003957
51,gpt-4o-mini-2024-07-18,0.7,3,2,True,True,1,1,2182,1920,406,0.0004269
51,gpt-4o-mini-2024-07-18,1.0,3,0,True,True,1,1,2182,1920,404,0.0004257
51,gpt-4o-mini-2024-07-18,1.0,3,1,True,True,1,1,2182,1920,366,0.0004029
51,gpt-4o-mini-2024-07-18,1.0,3,2,True,True,1,1,2182,1920,319,0.0003747
51,gpt-4o-mini-2024-07-18,1.5,3,0,True,True,1,1,2182,1920,384,0.0004137
51,gpt-4o-mini-2024-07-18,1.5,3,1,True,True,13,13,28366,25856,83121,0.0521883
51,gpt-4o-mini-2024-07-18,1.5,3,2,True,True,4,4,8728,7808,17967,0.0115038
51,gpt-4o-2024-08-06,0.7,0,0,True,True,1,1,2182,2048,318,0.006074999999999999
51,gpt-4o-2024-08-06,0.7,0,1,True,True,1,1,2182,2176,287,0.005604999999999999
51,gpt-4o-2024-08-06,0.7,0,2,True,True,1,1,2182,2048,247,0.005365
51,gpt-4o-2024-08-06,0.7,1,0,True,True,1,1,2182,2048,292,0.005814999999999999
51,gpt-4o-2024-08-06,0.7,1,1,True,True,1,1,2182,2048,264,0.005535
51,gpt-4o-2024-08-06,0.7,1,2,True,True,1,1,2182,2048,211,0.005004999999999999
51,gpt-4o-2024-08-06,0.7,3,0,True,True,1,1,2182,2176,225,0.004985
51,gpt-4o-2024-08-06,0.7,3,1,True,True,1,1,2182,2048,263,0.0055249999999999995
51,gpt-4o-2024-08-06,0.7,3,2,True,True,1,1,2182,2176,207,0.004804999999999999
51,o3-2025-04-16,1.0,0,0,True,True,1,1,2187,2048,1863,0.016205999999999998
51,o3-2025-04-16,1.0,0,1,True,True,1,1,2187,2176,1460,0.01279
51,o3-2025-04-16,1.0,0,2,True,True,1,1,2187,2176,1565,0.01363
51,o3-2025-04-16,1.0,1,0,True,True,1,1,2187,2176,1408,0.012374
51,o3-2025-04-16,1.0,1,1,True,True,1,1,2187,2176,2198,0.018694
51,o3-2025-04-16,1.0,1,2,True,True,1,1,2187,2176,1007,0.009165999999999999
51,o3-2025-04-16,1.0,3,0,True,True,2,2,4374,4224,4003,0.034436
51,o3-2025-04-16,1.0,3,1,True,True,2,2,4374,4352,3418,0.029564
51,o3-2025-04-16,1.0,3,2,True,True,1,1,2187,2048,2583,0.021966
110,gpt-4o-mini-2024-07-18,0.7,3,0,True,True,28,28,89449,65536,12374,0.01592655
110,gpt-4o-mini-2024-07-18,0.7,3,1,True,True,43,43,138541,100736,18495,0.024322950000000003
110,gpt-4o-mini-2024-07-18,0.7,3,2,True,True,68,68,216545,159360,30873,0.03905355
110,gpt-4o-mini-2024-07-18,1.0,3,0,True,True,198,198,643713,482432,93160,0.11627055000000003
110,gpt-4o-mini-2024-07-18,1.0,3,1,True,True,19,19,60443,43904,9030,0.011191650000000001
110,gpt-4o-mini-2024-07-18,1.0,3,2,True,True,248,248,798726,592256,113738,0.1436325000000001
110,gpt-4o-mini-2024-07-18,1.5,3,0,True,False,58,58,149334,116224,314575,0.20242829999999992
110,gpt-4o-mini-2024-07-18,1.5,3,1,True,False,57,57,145053,116224,312620,0.20061315
110,gpt-4o-mini-2024-07-18,1.5,3,2,True,False,62,62,156264,128896,312602,0.20133359999999997
110,gpt-4o-2024-08-06,0.7,0,0,True,False,33,33,72039,67968,10506,0.20019749999999992
110,gpt-4o-2024-08-06,0.7,0,1,True,False,33,33,72039,68480,11065,0.20514749999999993
110,gpt-4o-2024-08-06,0.7,0,2,True,False,32,32,69856,66048,11136,0.20344
110,gpt-4o-2024-08-06,0.7,1,0,True,True,2,2,4862,4480,614,0.012694999999999998
110,gpt-4o-2024-08-06,0.7,1,1,True,False,32,32,78249,72448,10078,0.20584249999999996
110,gpt-4o-2024-08-06,0.7,1,2,True,False,30,30,73279,65152,9922,0.20097749999999998
110,gpt-4o-2024-08-06,0.7,3,0,True,False,28,28,82147,72960,9243,0.20659749999999993
110,gpt-4o-2024-08-06,0.7,3,1,True,True,15,15,43037,37376,4762,0.1084925
110,gpt-4o-2024-08-06,0.7,3,2,True,False,28,28,83194,71552,9174,0.21028499999999997
110,o3-2025-04-16,1.0,0,0,True,True,1,1,2188,2048,7695,0.062864
110,o3-2025-04-16,1.0,0,1,True,True,1,1,2188,2176,8603,0.069936
110,o3-2025-04-16,1.0,0,2,True,True,1,1,2188,2176,7296,0.05948
110,o3-2025-04-16,1.0,1,0,True,True,1,1,2188,2176,5853,0.047936
110,o3-2025-04-16,1.0,1,1,True,True,1,1,2188,2176,6931,0.05656
110,o3-2025-04-16,1.0,1,2,True,True,1,1,2188,2176,4598,0.037896
110,o3-2025-04-16,1.0,3,0,True,True,1,1,2188,2176,5650,0.046312
110,o3-2025-04-16,1.0,3,1,True,True,1,1,2188,2176,5766,0.04724
110,o3-2025-04-16,1.0,3,2,True,True,1,1,2188,2176,3648,0.030295999999999997
37,gpt-4o-mini-2024-07-18,0.7,3,0,True,True,1,1,2190,1920,462,0.00046169999999999995
37,gpt-4o-mini-2024-07-18,0.7,3,1,True,True,1,1,2190,1920,360,0.0004005
37,gpt-4o-mini-2024-07-18,0.7,3,2,True,True,1,1,2190,2048,317,0.0003651
37,gpt-4o-mini-2024-07-18,1.0,3,0,True,True,1,1,2190,2048,428,0.00043170000000000003
37,gpt-4o-mini-2024-07-18,1.0,3,1,True,True,2,2,5088,3968,740,0.0009096
37,gpt-4o-mini-2024-07-18,1.0,3,2,True,True,1,1,2190,2048,417,0.0004251
37,gpt-4o-mini-2024-07-18,1.5,3,0,True,False,56,56,127261,110848,321502,0.20367675
37,gpt-4o-mini-2024-07-18,1.5,3,1,True,True,16,16,35040,32512,54900,0.03575760000000001
37,gpt-4o-mini-2024-07-18,1.5,3,2,True,True,15,15,32850,30080,101650,0.0636615
37,gpt-4o-2024-08-06,0.7,0,0,True,True,1,1,2190,2048,373,0.006645
37,gpt-4o-2024-08-06,0.7,0,1,True,True,1,1,2190,2176,303,0.005784999999999999
37,gpt-4o-2024-08-06,0.7,0,2,True,True,1,1,2190,2048,261,0.0055249999999999995
37,gpt-4o-2024-08-06,0.7,1,0,True,True,1,1,2190,2048,302,0.005934999999999999
37,gpt-4o-2024-08-06,0.7,1,1,True,True,1,1,2190,2176,295,0.005705
37,gpt-4o-2024-08-06,0.7,1,2,True,True,1,1,2190,2048,289,0.005804999999999999
37,gpt-4o-2024-08-06,0.7,3,0,True,True,1,1,2190,2048,324,0.006154999999999999
37,gpt-4o-2024-08-06,0.7,3,1,True,True,1,1,2190,2176,140,0.004154999999999999
37,gpt-4o-2024-08-06,0.7,3,2,True,True,1,1,2190,2048,329,0.006204999999999999
37,o3-2025-04-16,1.0,0,0,True,True,1,1,2195,2048,1796,0.015686
37,o3-2025-04-16,1.0,0,1,True,True,1,1,2195,2176,2443,0.020669999999999997
37,o3-2025-04-16,1.0,0,2,True,True,1,1,2195,2176,2282,0.019381999999999996
37,o3-2025-04-16,1.0,1,0,True,True,1,1,2195,2176,1898,0.016309999999999998
37,o3-2025-04-16,1.0,1,1,True,True,1,1,2195,2176,1249,0.011118
37,o3-2025-04-16,1.0,1,2,True,True,1,1,2195,2176,2372,0.020102
37,o3-2025-04-16,1.0,3,0,True,True,2,2,4390,4352,2481,0.022099999999999998
37,o3-2025-04-16,1.0,3,1,True,True,1,1,2195,2176,1870,0.016086
37,o3-2025-04-16,1.0,3,2,True,True,1,1,2195,2176,1905,0.016366
68,gpt-4o-mini-2024-07-18,0.7,3,0,True,False,343,343,1157796,826112,147855,0.20042399999999977
68,gpt-4o-mini-2024-07-18,0.7,3,1,True,True,14,14,46723,33280,6293,0.00828825
68,gpt-4o-mini-2024-07-18,0.7,3,2,True,False,335,335,1140635,796416,147735,0.2000050500000001
68,gpt-4o-mini-2024-07-18,1.0,3,0,True,False,324,324,1114564,766976,151214,0.20038980000000006
68,gpt-4o-mini-2024-07-18,1.0,3,1,True,False,329,329,1125613,804096,152940,0.20029874999999994
68,gpt-4o-mini-2024-07-18,1.0,3,2,True,False,324,324,1111613,784256,154278,0.20048955000000004
68,gpt-4o-mini-2024-07-18,1.5,3,0,True,False,52,52,119209,105728,324803,0.20483355
68,gpt-4o-mini-2024-07-18,1.5,3,1,True,False,52,52,126818,108800,316969,0.20104409999999998
68,gpt-4o-mini-2024-07-18,1.5,3,2,True,False,63,63,154528,126848,312854,0.20137799999999995
68,gpt-4o-2024-08-06,0.7,0,0,True,False,33,33,71610,67584,10834,0.20288499999999995
68,gpt-4o-2024-08-06,0.7,0,1,True,False,33,33,71610,67584,11149,0.206035
68,gpt-4o-2024-08-06,0.7,0,2,True,True,2,2,4340,4096,859,0.01432
68,gpt-4o-2024-08-06,0.7,1,0,True,False,31,31,76247,68352,9890,0.2040775
68,gpt-4o-2024-08-06,0.7,1,1,True,True,18,18,45145,37376,6308,0.12922249999999996
68,gpt-4o-2024-08-06,0.7,1,2,True,False,30,30,74844,66176,9949,0.20388
68,gpt-4o-2024-08-06,0.7,3,0,True,True,5,5,14370,12672,1630,0.036384999999999994
68,gpt-4o-2024-08-06,0.7,3,1,True,True,19,19,58116,46080,5946,0.14714999999999998
68,gpt-4o-2024-08-06,0.7,3,2,True,True,9,9,26763,23040,2997,0.0680775
68,o3-2025-04-16,1.0,0,0,True,True,1,1,2175,2048,3630,0.030318
68,o3-2025-04-16,1.0,0,1,True,True,1,1,2175,2048,3714,0.03099
68,o3-2025-04-16,1.0,0,2,True,True,2,2,4350,4096,5135,0.043636
68,o3-2025-04-16,1.0,1,0,True,True,1,1,2175,2048,2754,0.02331
68,o3-2025-04-16,1.0,1,1,True,True,2,2,4350,4096,5073,0.04314
68,o3-2025-04-16,1.0,1,2,True,True,1,1,2175,2048,2385,0.020358
68,o3-2025-04-16,1.0,3,0,True,True,1,1,2175,2048,3041,0.025606
68,o3-2025-04-16,1.0,3,1,True,True,1,1,2175,2048,2752,0.023294
68,o3-2025-04-16,1.0,3,2,True,True,1,1,2175,2048,1605,0.014117999999999999
50,gpt-4o-mini-2024-07-18,0.7,3,0,True,True,1,1,2182,2048,376,0.0003993
50,gpt-4o-mini-2024-07-18,0.7,3,1,True,True,1,1,2182,2048,363,0.0003915
50,gpt-4o-mini-2024-07-18,0.7,3,2,True,True,1,1,2182,1920,380,0.00041129999999999997
50,gpt-4o-mini-2024-07-18,1.0,3,0,True,True,1,1,2182,2048,409,0.0004191
50,gpt-4o-mini-2024-07-18,1.0,3,1,True,True,1,1,2182,2048,392,0.0004089
50,gpt-4o-mini-2024-07-18,1.0,3,2,True,True,1,1,2182,2048,498,0.0004725
50,gpt-4o-mini-2024-07-18,1.5,3,0,True,True,14,14,30548,28160,67381,0.042898799999999994
50,gpt-4o-mini-2024-07-18,1.5,3,1,True,True,5,5,10910,9984,31493,0.0197835
50,gpt-4o-mini-2024-07-18,1.5,3,2,True,True,24,24,52368,48256,151177,0.09494219999999999
50,gpt-4o-2024-08-06,0.7,0,0,True,True,1,1,2182,2176,245,0.0051849999999999995
50,gpt-4o-2024-08-06,0.7,0,1,True,True,1,1,2182,2048,349,0.006384999999999999
50,gpt-4o-2024-08-06,0.7,0,2,True,True,1,1,2182,2048,321,0.006104999999999999
50,gpt-4o-2024-08-06,0.7,1,0,True,True,1,1,2182,2048,309,0.005984999999999999
50,gpt-4o-2024-08-06,0.7,1,1,True,True,1,1,2182,2048,250,0.005394999999999999
50,gpt-4o-2024-08-06,0.7,1,2,True,True,1,1,2182,2048,258,0.005474999999999999
50,gpt-4o-2024-08-06,0.7,3,0,True,True,1,1,2182,2048,197,0.0048649999999999995
50,gpt-4o-2024-08-06,0.7,3,1,True,True,1,1,2182,2048,242,0.005314999999999999
50,gpt-4o-2024-08-06,0.7,3,2,True,True,1,1,2182,2048,277,0.005665
50,o3-2025-04-16,1.0,0,0,True,True,3,3,6561,6400,4457,0.039178
50,o3-2025-04-16,1.0,0,1,True,True,1,1,2187,2048,1245,0.011262
50,o3-2025-04-16,1.0,0,2,True,True,1,1,2187,2176,974,0.008902
50,o3-2025-04-16,1.0,1,0,True,True,1,1,2187,2176,1198,0.010693999999999999
50,o3-2025-04-16,1.0,1,1,True,True,1,1,2187,2176,1310,0.01159
50,o3-2025-04-16,1.0,1,2,True,True,1,1,2187,2176,1501,0.013118
50,o3-2025-04-16,1.0,3,0,True,True,3,3,6561,6528,4451,0.038938
50,o3-2025-04-16,1.0,3,1,True,True,1,1,2187,2176,861,0.007998
50,o3-2025-04-16,1.0,3,2,True,True,1,1,2187,2176,1042,0.009446
54,gpt-4o-mini-2024-07-18,0.7,3,0,True,True,1,1,2225,2048,438,0.00044295
54,gpt-4o-mini-2024-07-18,0.7,3,1,True,True,1,1,2225,1920,381,0.00041835
54,gpt-4o-mini-2024-07-18,0.7,3,2,True,True,1,1,2225,2176,452,0.00044175
54,gpt-4o-mini-2024-07-18,1.0,3,0,True,True,1,1,2225,1920,482,0.00047895
54,gpt-4o-mini-2024-07-18,1.0,3,1,True,True,1,1,2225,1920,611,0.0005563499999999999
54,gpt-4o-mini-2024-07-18,1.0,3,2,True,True,1,1,2225,2176,605,0.0005335499999999999
54,gpt-4o-mini-2024-07-18,1.5,3,0,True,True,11,11,25277,23808,58829,0.037303350000000006
54,gpt-4o-mini-2024-07-18,1.5,3,1,True,True,15,15,33375,31360,51271,0.033416850000000005
54,gpt-4o-mini-2024-07-18,1.5,3,2,True,True,25,25,59416,52480,141490,0.08987039999999998
54,gpt-4o-2024-08-06,0.7,0,0,True,True,1,1,2225,2048,339,0.0063925
54,gpt-4o-2024-08-06,0.7,0,1,True,True,2,2,4450,4096,816,0.014164999999999999
54,gpt-4o-2024-08-06,0.7,0,2,True,True,1,1,2225,2048,389,0.006892499999999999
54,gpt-4o-2024-08-06,0.7,1,0,True,True,3,3,7468,6656,1087,0.02122
54,gpt-4o-2024-08-06,0.7,1,1,True,True,2,2,5237,4608,691,0.0142425
54,gpt-4o-2024-08-06,0.7,1,2,True,True,2,2,5277,4608,748,0.014912499999999999
54,gpt-4o-2024-08-06,0.7,3,0,True,True,1,1,2225,2048,315,0.0061525
54,gpt-4o-2024-08-06,0.7,3,1,True,True,2,2,5175,4480,634,0.013677499999999999
54,gpt-4o-2024-08-06,0.7,3,2,True,True,3,3,8970,5248,918,0.025044999999999998
54,o3-2025-04-16,1.0,0,0,True,True,1,1,2230,2048,2034,0.01766
54,o3-2025-04-16,1.0,0,1,True,True,1,1,2230,2176,2639,0.022307999999999998
54,o3-2025-04-16,1.0,0,2,True,True,1,1,2230,2176,1827,0.015812
54,o3-2025-04-16,1.0,1,0,True,True,1,1,2230,2048,3400,0.028588
54,o3-2025-04-16,1.0,1,1,True,True,1,1,2230,2176,2549,0.021588
54,o3-2025-04-16,1.0,1,2,True,True,1,1,2230,2176,3513,0.029299999999999996
54,o3-2025-04-16,1.0,3,0,True,True,1,1,2230,2176,2420,0.020555999999999998
54,o3-2025-04-16,1.0,3,1,True,True,1,1,2230,2048,2531,0.021636
54,o3-2025-04-16,1.0,3,2,True,True,1,1,2230,2176,2346,0.019964
12,gpt-4o-mini-2024-07-18,0.7,3,0,True,True,5,5,16594,11392,2250,0.0029847
12,gpt-4o-mini-2024-07-18,0.7,3,1,True,True,7,7,23442,18304,3378,0.0041703
12,gpt-4o-mini-2024-07-18,0.7,3,2,True,True,20,20,69329,48256,10046,0.01280775
12,gpt-4o-mini-2024-07-18,1.0,3,0,True,True,1,1,2224,2048,512,0.00048719999999999997
12,gpt-4o-mini-2024-07-18,1.0,3,1,True,True,2,2,5105,4736,836,0.00091215
12,gpt-4o-mini-2024-07-18,1.0,3,2,True,True,6,6,20674,15360,3338,0.0039518999999999995
12,gpt-4o-mini-2024-07-18,1.5,3,0,True,True,19,19,43405,40192,73838,0.04779915
12,gpt-4o-mini-2024-07-18,1.5,3,1,True,False,57,57,134675,119168,324585,0.20601464999999994
12,gpt-4o-mini-2024-07-18,1.5,3,2,True,False,56,56,130338,112640,318087,0.20195490000000002
12,gpt-4o-2024-08-06,0.7,0,0,True,True,1,1,2224,2048,384,0.006839999999999999
12,gpt-4o-2024-08-06,0.7,0,1,True,True,2,2,4448,4096,505,0.011049999999999999
12,gpt-4o-2024-08-06,0.7,0,2,True,True,5,5,11120,10368,1280,0.027639999999999998
12,gpt-4o-2024-08-06,0.7,1,0,True,True,3,3,7257,6272,988,0.0201825
12,gpt-4o-2024-08-06,0.7,1,1,True,True,1,1,2224,2048,257,0.005569999999999999
12,gpt-4o-2024-08-06,0.7,1,2,True,True,2,2,5303,4608,702,0.0145175
12,gpt-4o-2024-08-06,0.7,3,0,True,True,6,6,17165,15104,2011,0.044142499999999994
12,gpt-4o-2024-08-06,0.7,3,1,True,True,1,1,2224,0,293,0.00849
12,gpt-4o-2024-08-06,0.7,3,2,True,True,1,1,2224,2048,267,0.00567
12,o3-2025-04-16,1.0,0,0,True,True,1,1,2229,2048,3279,0.027617999999999997
12,o3-2025-04-16,1.0,0,1,True,True,1,1,2229,2176,1424,0.012586
12,o3-2025-04-16,1.0,0,2,True,True,1,1,2229,2176,3136,0.026282
12,o3-2025-04-16,1.0,1,0,True,True,1,1,2229,2176,1892,0.01633
12,o3-2025-04-16,1.0,1,1,True,True,1,1,2229,2048,2235,0.019266
12,o3-2025-04-16,1.0,1,2,True,True,1,1,2229,2176,1392,0.01233
12,o3-2025-04-16,1.0,3,0,True,True,1,1,2229,2176,2171,0.018562
12,o3-2025-04-16,1.0,3,1,True,True,2,2,4918,4352,3363,0.030212000000000003
12,o3-2025-04-16,1.0,3,2,True,True,1,1,2229,2176,1639,0.014306
49,gpt-4o-mini-2024-07-18,0.7,3,0,True,True,1,1,2196,2048,494,0.0004722
49,gpt-4o-mini-2024-07-18,0.7,3,1,True,True,1,1,2196,1920,427,0.0004416
49,gpt-4o-mini-2024-07-18,0.7,3,2,True,True,1,1,2196,2048,452,0.00044699999999999997
49,gpt-4o-mini-2024-07-18,1.0,3,0,True,True,1,1,2196,2048,490,0.0004698
49,gpt-4o-mini-2024-07-18,1.0,3,1,True,True,1,1,2196,1920,473,0.0004692
49,gpt-4o-mini-2024-07-18,1.0,3,2,True,True,1,1,2196,2048,397,0.000414
49,gpt-4o-mini-2024-07-18,1.5,3,0,True,False,53,53,131154,110208,323025,0.2052224999999999
49,gpt-4o-mini-2024-07-18,1.5,3,1,True,True,8,8,23181,16384,42076,0.027493950000000003
49,gpt-4o-mini-2024-07-18,1.5,3,2,True,True,5,5,10980,10112,21402,0.013729799999999999
49,gpt-4o-2024-08-06,0.7,0,0,True,True,1,1,2196,2048,366,0.0065899999999999995
49,gpt-4o-2024-08-06,0.7,0,1,True,True,1,1,2196,2048,242,0.00535
49,gpt-4o-2024-08-06,0.7,0,2,True,True,1,1,2196,2048,310,0.00603
49,gpt-4o-2024-08-06,0.7,1,0,True,True,3,3,7090,6656,890,0.018305
49,gpt-4o-2024-08-06,0.7,1,1,True,True,1,1,2196,2048,378,0.006709999999999999
49,gpt-4o-2024-08-06,0.7,1,2,True,True,1,1,2196,2048,93,0.0038599999999999997
49,gpt-4o-2024-08-06,0.7,3,0,True,True,1,1,2196,2048,274,0.00567
49,gpt-4o-2024-08-06,0.7,3,1,True,True,2,2,4880,4096,645,0.013529999999999999
49,gpt-4o-2024-08-06,0.7,3,2,True,True,1,1,2196,2176,220,0.00497
49,o3-2025-04-16,1.0,0,0,True,True,1,1,2201,2048,2008,0.017394
49,o3-2025-04-16,1.0,0,1,True,True,1,1,2201,2048,1349,0.012121999999999999
49,o3-2025-04-16,1.0,0,2,True,True,1,1,2201,2176,1764,0.01525
49,o3-2025-04-16,1.0,1,0,True,True,2,2,4402,4352,1801,0.016683999999999997
49,o3-2025-04-16,1.0,1,1,True,True,1,1,2201,2176,1848,0.015922
49,o3-2025-04-16,1.0,1,2,True,True,1,1,2201,2176,1722,0.014914
49,o3-2025-04-16,1.0,3,0,True,True,1,1,2201,2176,1124,0.01013
49,o3-2025-04-16,1.0,3,1,True,True,1,1,2201,2176,930,0.008577999999999999
49,o3-2025-04-16,1.0,3,2,True,True,2,2,4402,4352,2873,0.025259999999999998
108,gpt-4o-mini-2024-07-18,0.7,3,0,True,True,1,1,2204,2048,324,0.0003714
108,gpt-4o-mini-2024-07-18,0.7,3,1,True,True,2,2,4929,3840,590,0.00080535
108,gpt-4o-mini-2024-07-18,0.7,3,2,True,True,2,2,4913,4352,591,0.0007651499999999999
108,gpt-4o-mini-2024-07-18,1.0,3,0,True,True,4,4,12506,9088,1740,0.0022382999999999995
108,gpt-4o-mini-2024-07-18,1.0,3,1,True,True,1,1,2204,1920,353,0.00039840000000000003
108,gpt-4o-mini-2024-07-18,1.0,3,2,True,True,1,1,2204,2176,382,0.0003966
108,gpt-4o-mini-2024-07-18,1.5,3,0,True,True,2,2,4408,4096,1694,0.0013704
108,gpt-4o-mini-2024-07-18,1.5,3,1,True,True,1,1,2204,1920,1202,0.0009078
108,gpt-4o-mini-2024-07-18,1.5,3,2,True,True,2,2,4408,4096,11485,0.007245
108,gpt-4o-2024-08-06,0.7,0,0,True,True,1,1,2204,2048,162,0.004569999999999999
108,gpt-4o-2024-08-06,0.7,0,1,True,True,3,3,6612,6144,704,0.015889999999999998
108,gpt-4o-2024-08-06,0.7,0,2,True,True,1,1,2204,2176,206,0.00485
108,gpt-4o-2024-08-06,0.7,1,0,True,True,1,1,2204,2048,168,0.00463
108,gpt-4o-2024-08-06,0.7,1,1,True,True,2,2,4794,4480,331,0.009694999999999999
108,gpt-4o-2024-08-06,0.7,1,2,True,True,3,3,7007,6528,548,0.014837499999999998
108,gpt-4o-2024-08-06,0.7,3,0,True,True,1,1,2204,2176,194,0.00473
108,gpt-4o-2024-08-06,0.7,3,1,True,True,1,1,2204,2048,266,0.005609999999999999
108,gpt-4o-2024-08-06,0.7,3,2,True,True,2,2,4848,4608,401,0.010369999999999999
108,o3-2025-04-16,1.0,0,0,True,True,1,1,2209,2048,604,0.0061779999999999995
108,o3-2025-04-16,1.0,0,1,True,True,1,1,2209,2176,705,0.006794
108,o3-2025-04-16,1.0,0,2,True,True,1,1,2209,2048,732,0.007202
108,o3-2025-04-16,1.0,1,0,True,True,1,1,2209,2176,506,0.005202
108,o3-2025-04-16,1.0,1,1,True,True,1,1,2209,2176,1244,0.011106
108,o3-2025-04-16,1.0,1,2,True,True,1,1,2209,2176,601,0.005962
108,o3-2025-04-16,1.0,3,0,True,True,1,1,2209,2048,1646,0.014513999999999999
108,o3-2025-04-16,1.0,3,1,True,True,1,1,2209,2176,604,0.005986
108,o3-2025-04-16,1.0,3,2,True,True,1,1,2209,2176,755,0.007193999999999999
43,gpt-4o-mini-2024-07-18,0.7,3,0,True,True,1,1,2196,2048,404,0.0004182
43,gpt-4o-mini-2024-07-18,0.7,3,1,True,True,1,1,2196,2048,371,0.0003984
43,gpt-4o-mini-2024-07-18,0.7,3,2,True,True,1,1,2196,2048,403,0.00041759999999999996
43,gpt-4o-mini-2024-07-18,1.0,3,0,True,True,1,1,2196,2048,396,0.00041339999999999997
43,gpt-4o-mini-2024-07-18,1.0,3,1,True,True,1,1,2196,2048,440,0.00043979999999999996
43,gpt-4o-mini-2024-07-18,1.0,3,2,True,True,1,1,2196,1920,406,0.000429
